Columna1,Solute_ID,Formula,Solute_Mol_Mass,Num_Cations,Num_Anions,Cation,Anion,Num_Particles,Cation_Charge,Anion_Charge,Temperature_K,Solvent_Name,Solvent_Mol_Mass,Molal,Salt_Mole_Fraction,Ion_Mole_Fraction,Solvent_Mole_Fraction,Molar,Logarithmic_Concentration,Weight_Percent,Mass_Ratio,Ionic_Strength,Molal_Activity_Coefficient,MAC_Num_Sig_Figs,Osmotic_Coefficient,OC_Num_Sig_Figs,Rational_Activity_Coefficient,Rational_Coefficient,Solvent_Activity
6,11,HNO3      ,63.01,1,1,H         ,NO3       ,2,1,-1,298.15,Water,18.01528,0.7,0.012453647,0.0246,0.9754,,1.382583879,0.042243,0.044106,0.7,0.717,3,0.957,3,0.735084,0.969060263,0.976151968
7,11,HNO3      ,63.01,1,1,H         ,NO3       ,2,1,-1,298.15,Water,18.01528,0.8,0.014207463,0.028016,0.971984,,1.577324114,0.047988,0.050407,0.8,0.718,3,0.964,3,0.738696,0.977866801,0.972595508
8,11,HNO3      ,63.01,1,1,H         ,NO3       ,2,1,-1,298.15,Water,18.01528,0.9,0.015955061,0.031408,0.968592,,1.771374544,0.053665,0.056708,0.9,0.721,3,0.971,3,0.74438,0.98668805,0.969003553
9,11,HNO3      ,63.01,1,1,H         ,NO3       ,2,1,-1,298.15,Water,18.01528,1,0.017696473,0.034777,0.965223,,1.964783021,0.059275,0.06301,1,0.724,3,0.979,3,0.750086,0.99655001,0.965340877
10,11,HNO3      ,63.01,1,1,H         ,NO3       ,2,1,-1,298.15,Water,18.01528,1.2,0.021160873,0.041444,0.958556,,2.349521827,0.070296,0.075612,1.2,0.734,3,0.994,3,0.765736,1.015349586,0.957933422
11,11,HNO3      ,63.01,1,1,H         ,NO3       ,2,1,-1,298.15,Water,18.01528,1.4,0.024600922,0.04802,0.95198,,2.731639631,0.081063,0.088213,1.4,0.745,3,1.009,4,0.78258,1.034255319,0.950376554
12,11,HNO3      ,63.01,1,1,H         ,NO3       ,2,1,-1,298.15,Water,18.01528,1.6,0.028016877,0.054506,0.945494,,3.111122156,0.091582,0.100815,1.6,0.758,3,1.025,4,0.801698,1.054279859,0.942621929
13,11,HNO3      ,63.01,1,1,H         ,NO3       ,2,1,-1,298.15,Water,18.01528,1.8,0.031408989,0.060905,0.939095,,3.488074203,0.101864,0.113417,1.8,0.775,3,1.042,4,0.825263,1.075437136,0.93465388
14,11,HNO3      ,63.01,1,1,H         ,NO3       ,2,1,-1,298.15,Water,18.01528,2,0.034777507,0.067217,0.932783,,3.862426132,0.111916,0.12602,2,0.793,3,1.06,4,0.850144,1.09775868,0.926459451
15,11,HNO3      ,63.01,1,1,H         ,NO3       ,2,1,-1,298.15,Water,18.01528,2.5,0.043097181,0.082633,0.917367,,4.787473117,0.136087,0.157524,2.5,0.846,3,1.106,4,0.922205,1.155092091,0.905177701
16,11,HNO3      ,63.01,1,1,H         ,NO3       ,2,1,-1,298.15,Water,18.01528,3,0.051274658,0.097547,0.902453,,5.69731182,0.158978,0.189029,3,0.909,3,1.154,4,1.007255,1.215311956,0.882728147
0,12,LiOH,23.95,1,1,Li,OH,2,1,-1,298.15,Water,18.01528,0.1,0.001798288,0.00359,0.99641,,0.199633839,0.002389,0.002394,0.1,0.718,3,0.894,3,0.720587,0.895603019,0.996784182
1,12,LiOH,23.95,1,1,Li,OH,2,1,-1,298.15,Water,18.01528,0.2,0.003590121,0.007154,0.992846,,0.398534609,0.004767,0.004789,0.2,0.663,3,0.889,3,0.667778,0.892236276,0.993614475
2,12,LiOH,23.95,1,1,Li,OH,2,1,-1,298.15,Water,18.01528,0.3,0.005375531,0.010693,0.989307,,0.596747926,0.007133,0.007185,0.3,0.628,3,0.881,3,0.634788,0.885812593,0.9905222
3,12,LiOH,23.95,1,1,Li,OH,2,1,-1,298.15,Water,18.01528,0.4,0.007154555,0.014207,0.985793,,0.794263845,0.009489,0.00958,0.4,0.603,3,0.874,3,0.611691,0.880292175,0.987482998
4,12,LiOH,23.95,1,1,Li,OH,2,1,-1,298.15,Water,18.01528,0.5,0.008927227,0.017696,0.982304,,0.991072369,0.011833,0.011974,0.5,0.583,3,0.87,3,0.593503,0.87782056,0.984449182
5,12,LiOH,23.95,1,1,Li,OH,2,1,-1,298.15,Water,18.01528,0.6,0.010693579,0.02116,0.97884,,1.187163446,0.014166,0.014369,0.6,0.566,3,0.865,3,0.578236,0.874359583,0.98147376
6,12,LiOH,23.95,1,1,Li,OH,2,1,-1,298.15,Water,18.01528,0.7,0.012453647,0.0246,0.9754,,1.382583879,0.016488,0.016765,0.7,0.553,3,0.862,3,0.566947,0.872864862,0.978493632
7,12,LiOH,23.95,1,1,Li,OH,2,1,-1,298.15,Water,18.01528,0.8,0.014207463,0.028016,0.971984,,1.577324114,0.018799,0.01916,0.8,0.541,3,0.86,3,0.556594,0.87236262,0.975515724
8,12,LiOH,23.95,1,1,Li,OH,2,1,-1,298.15,Water,18.01528,0.9,0.015955061,0.031408,0.968592,,1.771374544,0.0211,0.021555,0.9,0.532,3,0.858,3,0.549251,0.871871618,0.972560495
9,12,LiOH,23.95,1,1,Li,OH,2,1,-1,298.15,Water,18.01528,1,0.017696473,0.034777,0.965223,,1.964783021,0.023389,0.02395,1,0.523,3,0.857,3,0.541844,0.872355593,0.969593856
10,12,LiOH,23.95,1,1,Li,OH,2,1,-1,298.15,Water,18.01528,1.2,0.021160873,0.041444,0.958556,,2.349521827,0.027937,0.02874,1.2,0.512,3,0.861,3,0.534137,0.879503433,0.963457406
11,12,LiOH,23.95,1,1,Li,OH,2,1,-1,298.15,Water,18.01528,1.4,0.024600922,0.04802,0.95198,,2.731639631,0.032442,0.033529,1.4,0.503,3,0.864,3,0.528373,0.885630776,0.95735309
12,12,LiOH,23.95,1,1,Li,OH,2,1,-1,298.15,Water,18.01528,1.6,0.028016877,0.054506,0.945494,,3.111122156,0.036905,0.038319,1.6,0.496,3,0.868,3,0.524594,0.892792518,0.951192327
13,12,LiOH,23.95,1,1,Li,OH,2,1,-1,298.15,Water,18.01528,1.8,0.031408989,0.060905,0.939095,,3.488074203,0.041328,0.043109,1.8,0.489,3,0.871,3,0.520714,0.898953349,0.94507688
14,12,LiOH,23.95,1,1,Li,OH,2,1,-1,298.15,Water,18.01528,2,0.034777507,0.067217,0.932783,,3.862426132,0.04571,0.047899,2,0.485,3,0.874,3,0.51995,0.905124559,0.938961314
15,12,LiOH,23.95,1,1,Li,OH,2,1,-1,298.15,Water,18.01528,2.5,0.043097181,0.082633,0.917367,,4.787473117,0.056492,0.059874,2.5,0.475,3,0.881,3,0.517786,0.92010603,0.923710101
16,12,LiOH,23.95,1,1,Li,OH,2,1,-1,298.15,Water,18.01528,3,0.051274658,0.097547,0.902453,,5.69731182,0.067033,0.071849,3,0.467,3,0.885,3,0.517479,0.932017164,0.908772038
17,12,LiOH,23.95,1,1,Li,OH,2,1,-1,298.15,Water,18.01528,3.5,0.059313554,0.111984,0.888016,,6.592488051,0.077341,0.083825,3.5,0.46,3,0.888,3,0.518009,0.942891521,0.894059456
18,12,LiOH,23.95,1,1,Li,OH,2,1,-1,298.15,Water,18.01528,4,0.067217362,0.125967,0.874033,,7.473497309,0.087424,0.0958,4,0.454,3,0.891,3,0.519431,0.953770956,0.879490075
0,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,0.1,0.001798288,0.00359,0.99641,,0.199633839,0.004221,0.004239,0.1,0.79,3,0.939,3,0.792846,0.940647319,0.996622716
1,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,0.2,0.003590121,0.007154,0.992846,,0.398534609,0.008407,0.008478,0.2,0.757,3,0.939,3,0.762455,0.94251684,0.993255845
2,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,0.3,0.005375531,0.010693,0.989307,,0.596747926,0.012558,0.012718,0.3,0.744,3,0.945,3,0.752042,0.950181207,0.989836996
3,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,0.4,0.007154555,0.014207,0.985793,,0.794263845,0.016674,0.016957,0.4,0.74,3,0.954,3,0.750665,0.960871476,0.986345086
4,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,0.5,0.008927227,0.017696,0.982304,,0.991072369,0.020757,0.021197,0.5,0.739,3,0.963,3,0.752313,0.971690736,0.982800627
5,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,0.6,0.010693579,0.02116,0.97884,,1.187163446,0.024805,0.025436,0.6,0.743,3,0.973,3,0.759062,0.983537638,0.979184693
6,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,0.7,0.012453647,0.0246,0.9754,,1.382583879,0.02882,0.029675,0.7,0.748,3,0.984,3,0.766866,0.996401276,0.975487435
7,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,0.8,0.014207463,0.028016,0.971984,,1.577324114,0.032802,0.033915,0.8,0.755,3,0.995,3,0.776762,1.009292829,0.971727367
8,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,0.9,0.015955061,0.031408,0.968592,,1.771374544,0.036752,0.038154,0.9,0.764,3,1.006,4,0.788775,1.022254822,0.967904358
9,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,1,0.017696473,0.034777,0.965223,,1.964783021,0.040669,0.042393,1,0.774,3,1.018,4,0.801888,1.03624363,0.963985525
10,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,1.2,0.021160873,0.041444,0.958556,,2.349521827,0.04841,0.050872,1.2,0.796,3,1.041,4,0.830416,1.063356435,0.955988878
11,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,1.4,0.024600922,0.04802,0.95198,,2.731639631,0.056026,0.059351,1.4,0.823,3,1.066,4,0.864514,1.092676917,0.947648146
12,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,1.6,0.028016877,0.054506,0.945494,,3.111122156,0.063521,0.06783,1.6,0.853,3,1.091,4,0.902175,1.122168417,0.939042068
13,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,1.8,0.031408989,0.060905,0.939095,,3.488074203,0.070898,0.076309,1.8,0.885,3,1.116,4,0.942397,1.151807352,0.930179222
14,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,2,0.034777507,0.067217,0.932783,,3.862426132,0.07816,0.084788,2,0.921,3,1.142,4,0.987368,1.182679228,0.921001145
15,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,2.5,0.043097181,0.082633,0.917367,,4.787473117,0.095828,0.105985,2.5,1.026,4,1.212,4,1.118418,1.265808127,0.896575297
16,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,3,0.051274658,0.097547,0.902453,,5.69731182,0.112831,0.127182,3,1.156,4,1.286,4,1.280954,1.354323893,0.870222807
17,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,3.5,0.059313554,0.111984,0.888016,,6.592488051,0.129207,0.148379,3.5,1.317,4,1.366,4,1.483083,1.450437827,0.841758604
18,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,4,0.067217362,0.125967,0.874033,,7.473497309,0.144989,0.169576,4,1.51,4,1.449,4,1.727625,1.551080109,0.81153075
19,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,4.5,0.074989458,0.139516,0.860484,,8.340711737,0.160209,0.190772,4.5,1.741,4,1.533,4,2.023281,1.654176589,0.779925404
20,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,5,0.082633107,0.152652,0.847348,,9.194628496,0.174897,0.21197,5,2.02,3,1.619,4,2.383909,1.760808361,0.747017251
21,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,5.5,0.090151468,0.165392,0.834608,,10.03554346,0.189079,0.233166,5.5,2.34,3,1.705,4,2.803713,1.868859776,0.713283016
22,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,6,0.097547596,0.177755,0.822245,,10.86393744,0.202783,0.254364,6,2.72,3,1.791,4,3.308019,1.978286238,0.678966154
23,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,7,0.111984886,0.201414,0.798586,,12.48454729,0.228846,0.296757,7,3.71,3,1.965,4,4.645714,2.203522464,0.609205274
24,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,8,0.125967519,0.223749,0.776251,,14.05914077,0.253258,0.339151,8,5.1,3,2.143,4,6.570047,2.438840678,0.53917882
25,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,9,0.139516638,0.244869,0.755131,,15.59032304,0.276173,0.381545,9,6.96,3,2.31,4,9.216954,2.667037809,0.472803694
26,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,10,0.152652097,0.264871,0.735129,,17.08046086,0.297723,0.423939,10,9.4,3,2.464,4,12.786873,2.885168058,0.411563071
27,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,11,0.165392555,0.28384,0.71616,,18.53158393,0.318027,0.466333,11,12.55,4,2.607,4,17.524019,3.09493132,0.355849283
28,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,12,0.177755565,0.301854,0.698146,,19.94568106,0.337189,0.508727,12,16.41,4,2.73,4,23.505138,3.284921268,0.307167831
29,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,13,0.189757655,0.318985,0.681015,,21.32472804,0.355305,0.551121,13,20.9,3,2.83,4,30.689503,3.450453533,0.265653088
30,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,14,0.201414404,0.335295,0.664705,,22.67030797,0.372456,0.593515,14,26.2,3,2.915,4,39.416009,3.600303603,0.229831925
31,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,15,0.212740504,0.350842,0.649158,,23.98403691,0.388719,0.63591,15,31.9,3,2.978,4,49.140623,3.724977323,0.199990583
32,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,16,0.223749827,0.365679,0.634321,,25.26744761,0.40416,0.678303,16,37.9,3,3.023,4,59.748932,3.828482976,0.175042584
33,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,17,0.234455481,0.379852,0.620148,,26.52177039,0.41884,0.720698,17,43.8,3,3.044,4,70.628355,3.90230272,0.154972283
34,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,18,0.244869857,0.393406,0.606594,,27.74842106,0.432814,0.763092,18,49.9,3,3.057,4,82.262649,3.966064313,0.137708245
35,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,19,0.255004685,0.40638,0.59362,,28.94853119,0.446132,0.805486,19,56.3,3,3.066,4,94.84189,4.02465969,0.122588262
36,13,LiCl      ,42.394,1,1,Li        ,Cl        ,2,1,-1,298.15,Water,18.01528,20,0.26487107,0.418811,0.581189,,30.12327723,0.458839,0.847879,20,62.4,3,3.063,4,107.366139,4.067286345,0.110004721
0,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,0.1,0.001798288,0.00359,0.99641,,0.199633839,0.008609,0.008684,0.1,0.796,3,0.943,3,0.798868,0.944818087,0.996607767
1,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,0.2,0.003590121,0.007154,0.992846,,0.398534609,0.017072,0.017368,0.2,0.766,3,0.944,3,0.77152,0.947530969,0.993220088
2,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,0.3,0.005375531,0.010693,0.989307,,0.596747926,0.025391,0.026053,0.3,0.756,3,0.952,3,0.764172,0.957157574,0.989762761
3,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,0.4,0.007154555,0.014207,0.985793,,0.794263845,0.033571,0.034737,0.4,0.752,3,0.96,3,0.762838,0.966951614,0.986259278
4,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,0.5,0.008927227,0.017696,0.982304,,0.991072369,0.041615,0.043422,0.5,0.753,3,0.97,3,0.766566,0.978747802,0.982676802
5,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,0.6,0.010693579,0.02116,0.97884,,1.187163446,0.049526,0.052107,0.6,0.758,3,0.981,3,0.774387,0.991626633,0.979015308
6,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,0.7,0.012453647,0.0246,0.9754,,1.382583879,0.057307,0.060791,0.7,0.767,3,0.993,3,0.786345,1.005514947,0.975266024
7,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,0.8,0.014207463,0.028016,0.971984,,1.577324114,0.064962,0.069475,0.8,0.777,3,1.007,4,0.799397,1.021469096,0.971391208
8,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,0.9,0.015955061,0.031408,0.968592,,1.771374544,0.072494,0.07816,0.9,0.789,3,1.021,4,0.814585,1.037484294,0.967434071
9,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,1,0.017696473,0.034777,0.965223,,1.964783021,0.079905,0.086844,1,0.803,3,1.035,4,0.831933,1.053561914,0.963394783
10,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,1.2,0.021160873,0.041444,0.958556,,2.349521827,0.094378,0.104213,1.2,0.837,3,1.067,4,0.873189,1.08993503,0.954913995
11,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,1.4,0.024600922,0.04802,0.95198,,2.731639631,0.108403,0.121582,1.4,0.874,3,1.098,4,0.918087,1.125474294,0.946119875
12,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,1.6,0.028016877,0.054506,0.945494,,3.111122156,0.121999,0.138952,1.6,0.917,3,1.13,4,0.969864,1.162277083,0.936933472
13,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,1.8,0.031408989,0.060905,0.939095,,3.488074203,0.135188,0.156321,1.8,0.964,3,1.163,4,1.02652,1.200312545,0.927348352
14,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,2,0.034777507,0.067217,0.932783,,3.862426132,0.147986,0.17369,2,1.015,4,1.196,4,1.088142,1.238598309,0.917424492
15,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,2.5,0.043097181,0.082633,0.917367,,4.787473117,0.178383,0.217112,2.5,1.161,4,1.278,4,1.265579,1.334737527,0.891260969
16,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,3,0.051274658,0.097547,0.902453,,5.69731182,0.206686,0.260535,3,1.341,4,1.364,4,1.485951,1.436466425,0.8629168
17,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,3.5,0.059313554,0.111984,0.888016,,6.592488051,0.233103,0.303957,3.5,1.584,4,1.467,4,1.783753,1.557682759,0.831105115
18,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,4,0.067217362,0.125967,0.874033,,7.473497309,0.257818,0.34738,4,1.897,4,1.578,4,2.1704,1.689169785,0.796582163
19,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,4.5,0.074989458,0.139516,0.860484,,8.340711737,0.28099,0.390802,4.5,2.28,3,1.687,4,2.649674,1.820348273,0.760692558
20,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,5,0.082633107,0.152652,0.847348,,9.194628496,0.302759,0.434224,5,2.74,3,1.793,4,3.233619,1.950051778,0.723963719
21,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,5.5,0.090151468,0.165392,0.834608,,10.03554346,0.323248,0.477647,5.5,3.27,3,1.891,4,3.91801,2.072733679,0.687470747
22,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,6,0.097547596,0.177755,0.822245,,10.86393744,0.342568,0.521069,6,3.92,3,1.989,4,4.767439,2.196995024,0.65051625
23,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,7,0.111984886,0.201414,0.798586,,12.48454729,0.378076,0.607914,7,5.76,3,2.206,4,7.212752,2.473778536,0.573278295
24,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,8,0.125967519,0.223749,0.776251,,14.05914077,0.409945,0.694759,8,8.61,3,2.432,4,11.091785,2.767738386,0.49608351
25,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,9,0.139516638,0.244869,0.755131,,15.59032304,0.438708,0.781604,9,12.92,4,2.656,4,17.109634,3.066519359,0.422622894
26,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,10,0.152652097,0.264871,0.735129,,17.08046086,0.464797,0.868449,10,19.92,4,2.902,4,27.097288,3.39803526,0.351478407
27,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,11,0.165392555,0.28384,0.71616,,18.53158393,0.488568,0.955294,11,31,3,3.15,4,43.286421,3.739561907,0.286946641
28,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,12,0.177755565,0.301854,0.698146,,19.94568106,0.510317,1.042139,12,46.3,3,3.356,4,66.318579,4.03816825,0.234330445
29,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,13,0.189757655,0.318985,0.681015,,21.32472804,0.530292,1.128985,13,70.6,3,3.581,4,103.668848,4.366105804,0.186872073
30,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,14,0.201414404,0.335295,0.664705,,22.67030797,0.548701,1.21583,14,104.7,4,3.776,4,157.513595,4.663722547,0.148864319
31,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,15,0.212740504,0.350842,0.649158,,23.98403691,0.565722,1.302675,15,146,4,3.912,4,224.906926,4.893254041,0.120721022
32,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,16,0.223749827,0.365679,0.634321,,25.26744761,0.581505,1.38952,16,198,4,4.025,4,312.144814,5.097467637,0.098237428
33,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,17,0.234455481,0.379852,0.620148,,26.52177039,0.596182,1.476364,17,260,3,4.11,4,419.255075,5.268878559,0.080664637
34,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,18,0.244869857,0.393406,0.606594,,27.74842106,0.609864,1.56321,18,331,3,4.173,4,545.670076,5.413928699,0.066776838
35,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,19,0.255004685,0.40638,0.59362,,28.94853119,0.622649,1.650055,19,411,3,4.216,4,692.362643,5.534235922,0.05578825
36,14,LiBr      ,86.845,1,1,Li        ,Br        ,2,1,-1,298.15,Water,18.01528,20,0.26487107,0.418811,0.581189,,30.12327723,0.634623,1.736899,20,485,3,4.217,4,834.496432,5.599655536,0.047891512
0,137,LiI       ,133.85,1,1,Li        ,I         ,2,1,-1,298.15,Water,18.01528,0.1,0.001798288,0.00359,0.99641,,0.199633839,0.013208,0.013385,0.1,0.815,3,0.952,3,0.817936,0.953715727,0.996575876
1,137,LiI       ,133.85,1,1,Li        ,I         ,2,1,-1,298.15,Water,18.01528,0.2,0.003590121,0.007154,0.992846,,0.398534609,0.026072,0.02677,0.2,0.802,3,0.966,3,0.807779,0.969537421,0.993063172
2,137,LiI       ,133.85,1,1,Li        ,I         ,2,1,-1,298.15,Water,18.01528,0.3,0.005375531,0.010693,0.989307,,0.596747926,0.038604,0.040155,0.3,0.804,3,0.98,3,0.812691,0.985342097,0.989462908
3,137,LiI       ,133.85,1,1,Li        ,I         ,2,1,-1,298.15,Water,18.01528,0.4,0.007154555,0.014207,0.985793,,0.794263845,0.050819,0.053539,0.4,0.813,3,0.995,3,0.824717,1.002174483,0.985762328
4,137,LiI       ,133.85,1,1,Li        ,I         ,2,1,-1,298.15,Water,18.01528,0.5,0.008927227,0.017696,0.982304,,0.991072369,0.062726,0.066924,0.5,0.824,3,1.008,4,0.838845,1.017057587,0.982004881
5,137,LiI       ,133.85,1,1,Li        ,I         ,2,1,-1,298.15,Water,18.01528,0.6,0.010693579,0.02116,0.97884,,1.187163446,0.074339,0.08031,0.6,0.838,3,1.022,4,0.856116,1.03305351,0.978148285
6,137,LiI       ,133.85,1,1,Li        ,I         ,2,1,-1,298.15,Water,18.01528,0.7,0.012453647,0.0246,0.9754,,1.382583879,0.085668,0.093695,0.7,0.852,3,1.034,4,0.873489,1.047028321,0.97425812
7,137,LiI       ,133.85,1,1,Li        ,I         ,2,1,-1,298.15,Water,18.01528,0.8,0.014207463,0.028016,0.971984,,1.577324114,0.096722,0.10708,0.8,0.87,3,1.049,4,0.895077,1.064086028,0.970215565
8,137,LiI       ,133.85,1,1,Li        ,I         ,2,1,-1,298.15,Water,18.01528,0.9,0.015955061,0.031408,0.968592,,1.771374544,0.107513,0.120465,0.9,0.888,3,1.063,4,0.916796,1.08016442,0.966117323
9,137,LiI       ,133.85,1,1,Li        ,I         ,2,1,-1,298.15,Water,18.01528,1,0.017696473,0.034777,0.965223,,1.964783021,0.118049,0.13385,1,0.91,3,1.08,4,0.942788,1.099357899,0.961834385
10,137,LiI       ,133.85,1,1,Li        ,I         ,2,1,-1,298.15,Water,18.01528,1.2,0.021160873,0.041444,0.958556,,2.349521827,0.138391,0.16062,1.2,0.955,3,1.111,4,0.996291,1.134870575,0.953099475
11,137,LiI       ,133.85,1,1,Li        ,I         ,2,1,-1,298.15,Water,18.01528,1.4,0.024600922,0.04802,0.95198,,2.731639631,0.157816,0.187389,1.4,1.007,4,1.143,4,1.057796,1.171601955,0.943974619
12,137,LiI       ,133.85,1,1,Li        ,I         ,2,1,-1,298.15,Water,18.01528,1.6,0.028016877,0.054506,0.945494,,3.111122156,0.176385,0.21416,1.6,1.063,4,1.176,4,1.124281,1.209593891,0.934452017
13,137,LiI       ,133.85,1,1,Li        ,I         ,2,1,-1,298.15,Water,18.01528,1.8,0.031408989,0.060905,0.939095,,3.488074203,0.194152,0.240929,1.8,1.127,4,1.212,4,1.200092,1.250886528,0.924405917
14,137,LiI       ,133.85,1,1,Li        ,I         ,2,1,-1,298.15,Water,18.01528,2,0.034777507,0.067217,0.932783,,3.862426132,0.211169,0.267699,2,1.198,4,1.25,4,1.284329,1.29451739,0.913861729
